job_title,experience_years,education_level,skills_count,industry,company_size,location,remote_work,certifications,salary,experience_level
DevOps Engineer,10,phd,1,Telecom,Small,Canada,0,1,172589,Mid
Cloud Engineer,15,high school,9,Telecom,Large,Sweden,1,3,155611,Senior
Backend Developer,2,master,2,Education,Enterprise,India,0,2,91623,Fresher
Data Analyst,2,high school,5,Education,Small,Singapore,,2,69912,Fresher
Data Scientist,14,high school,8,Telecom,Large,Sweden,1,0,142561,Senior
Business Analyst,2,diploma,10,Technology,Enterprise,Singapore,1,5,112321,Fresher
DevOps Engineer,11,master,18,Healthcare,Large,Netherlands,,4,176130,Senior
DevOps Engineer,7,diploma,19,Healthcare,Large,USA,0,0,182282,Mid
Product Manager,2,bachelor,18,Consulting,Small,UK,,4,145984,Fresher
Backend Developer,18,diploma,9,Media,Startup,Singapore,0,5,129575,Senior
Frontend Developer,1,diploma,7,Media,Medium,Sweden,0,4,87495,Fresher
Machine Learning Engineer,9,diploma,19,Education,Large,Singapore,,2,159504,Mid
DevOps Engineer,14,diploma,10,Government,Small,Remote,0,5,145582,Senior
Data Scientist,10,high school,7,Manufacturing,Medium,Canada,1,2,153366,Mid
AI Engineer,17,bachelor,5,Consulting,Enterprise,Australia,0,1,206574,Senior
DevOps Engineer,8,master,18,Healthcare,Small,Remote,,5,147534,Mid
Product Manager,9,diploma,3,Education,Enterprise,USA,,3,206658,Mid
Machine Learning Engineer,2,master,8,Manufacturing,Medium,Canada,1,1,157495,Fresher
Business Analyst,14,diploma,12,Manufacturing,Medium,Remote,0,4,121913,Senior
Data Analyst,12,high school,19,Telecom,Enterprise,Singapore,1,0,136886,Senior
Cloud Engineer,14,master,12,Education,Small,Germany,,5,176084,Senior
Cloud Engineer,13,high school,10,Manufacturing,Small,Netherlands,,4,125728,Senior
Product Manager,13,high school,12,Technology,Startup,USA,0,3,171879,Senior
Frontend Developer,3,high school,11,Finance,Large,Australia,,4,104345,Junior
AI Engineer,14,master,19,Government,Startup,Sweden,1,5,173668,Senior
DevOps Engineer,0,high school,7,Media,Medium,Canada,,1,101523,
Cybersecurity Analyst,12,master,12,Technology,Large,USA,0,2,215022,Senior
Cybersecurity Analyst,16,bachelor,8,Healthcare,Small,Canada,0,3,173978,Senior
DevOps Engineer,7,diploma,6,Manufacturing,Startup,Remote,,1,109131,Mid
Data Analyst,16,diploma,7,Finance,Startup,Sweden,0,4,99470,Senior
Backend Developer,4,master,13,Media,Large,Australia,,3,132310,Junior
Cybersecurity Analyst,19,bachelor,5,Finance,Small,India,,0,92264,Senior
Business Analyst,11,phd,8,Telecom,Startup,USA,0,5,157238,Senior
Frontend Developer,18,master,18,Manufacturing,Small,Canada,0,5,178222,Senior
Frontend Developer,13,bachelor,6,Media,Enterprise,USA,0,3,191546,Senior
Frontend Developer,2,phd,15,Manufacturing,Small,Singapore,0,3,119762,Fresher
Backend Developer,14,diploma,11,Education,Small,Netherlands,0,2,124836,Senior
Machine Learning Engineer,14,bachelor,13,Telecom,Small,USA,0,0,201964,Senior
Product Manager,4,diploma,8,Consulting,Startup,Germany,1,5,127683,Junior
Data Scientist,12,master,11,Technology,Medium,Australia,,5,164153,Senior
Data Scientist,18,master,10,Media,Small,Singapore,0,0,136892,Senior
Cloud Engineer,2,master,3,Government,Enterprise,Remote,0,2,149410,Fresher
Data Analyst,15,bachelor,2,Consulting,Large,UK,,2,141310,Senior
Cloud Engineer,13,master,15,Media,Enterprise,Sweden,,0,186792,Senior
AI Engineer,13,bachelor,1,Consulting,Enterprise,Sweden,1,2,201144,Senior
Backend Developer,5,diploma,13,Healthcare,Medium,Canada,,3,135092,Junior
Business Analyst,7,bachelor,1,Healthcare,Enterprise,Canada,1,3,138154,Mid
Frontend Developer,10,bachelor,6,Manufacturing,Medium,Australia,1,3,120818,Mid
Cloud Engineer,15,diploma,17,Manufacturing,Startup,Canada,0,3,160871,Senior
Data Scientist,8,high school,14,Government,Small,USA,1,1,150060,Mid
AI Engineer,9,diploma,1,Finance,Large,USA,,4,213613,Mid
Business Analyst,6,bachelor,11,Education,Small,Australia,0,3,94147,Mid
Software Engineer,9,diploma,8,Healthcare,Large,Netherlands,,0,117451,Mid
Backend Developer,16,phd,6,Retail,Small,Sweden,,0,148338,Senior
Cloud Engineer,0,bachelor,2,Media,Small,India,,3,69403,
Cybersecurity Analyst,16,high school,18,Media,Small,USA,,5,186243,Senior
Data Scientist,2,high school,5,Education,Small,Canada,,3,107333,Fresher
Cybersecurity Analyst,11,phd,11,Technology,Large,USA,1,5,234860,Senior
Machine Learning Engineer,15,master,7,Retail,Enterprise,Singapore,0,1,198825,Senior
Frontend Developer,20,diploma,13,Media,Enterprise,Sweden,0,0,159445,Senior
Cloud Engineer,9,bachelor,17,Finance,Medium,Canada,,0,164320,Mid
Data Scientist,10,high school,16,Retail,Small,Netherlands,1,1,111326,Mid
Data Analyst,0,diploma,14,Technology,Enterprise,Remote,0,2,95041,
Backend Developer,13,high school,15,Manufacturing,Enterprise,Canada,0,5,191459,Senior
DevOps Engineer,0,phd,3,Telecom,Enterprise,Sweden,1,1,148678,
Data Analyst,17,high school,3,Education,Startup,India,,0,68308,Senior
Backend Developer,8,diploma,7,Media,Startup,USA,1,2,136338,Mid
Backend Developer,3,master,19,Government,Enterprise,Remote,0,2,147244,Junior
Backend Developer,9,phd,6,Education,Large,Remote,,4,163056,Mid
Backend Developer,15,high school,10,Media,Large,Sweden,,1,131327,Senior
Data Scientist,2,phd,18,Technology,Large,Sweden,1,4,154331,Fresher
Product Manager,10,high school,16,Consulting,Enterprise,Remote,0,2,165885,Mid
Product Manager,10,high school,17,Technology,Enterprise,Singapore,1,2,185715,Mid
Machine Learning Engineer,16,bachelor,5,Healthcare,Startup,Netherlands,0,3,151762,Senior
Frontend Developer,2,high school,2,Manufacturing,Medium,Germany,,4,98643,Fresher
Machine Learning Engineer,15,diploma,17,Education,Small,Canada,1,0,179606,Senior
Data Analyst,11,phd,9,Government,Small,Netherlands,,3,125395,Senior
Machine Learning Engineer,5,high school,5,Education,Medium,USA,1,0,153998,Junior
Machine Learning Engineer,5,phd,12,Education,Medium,Australia,0,5,159692,Junior
Machine Learning Engineer,19,master,5,Manufacturing,Startup,UK,1,0,185000,Senior
AI Engineer,19,diploma,9,Media,Medium,UK,1,0,203494,Senior
Cloud Engineer,14,phd,11,Technology,Medium,Singapore,1,1,164416,Senior
Frontend Developer,7,diploma,16,Consulting,Medium,UK,1,3,129534,Mid
Data Scientist,15,diploma,7,Finance,Large,Germany,,2,172536,Senior
Business Analyst,6,master,18,Healthcare,Startup,Canada,,0,122826,Mid
Backend Developer,8,master,13,Retail,Enterprise,USA,0,4,215441,Mid
Cybersecurity Analyst,2,high school,17,Healthcare,Small,Remote,1,4,106574,Fresher
Data Scientist,15,master,13,Consulting,Small,Remote,1,4,157043,Senior
Cloud Engineer,11,bachelor,14,Education,Medium,Remote,1,0,136607,Senior
Business Analyst,18,high school,5,Finance,Small,Netherlands,0,2,105145,Senior
DevOps Engineer,15,master,3,Education,Enterprise,Sweden,0,5,182851,Senior
DevOps Engineer,4,high school,4,Healthcare,Small,Remote,,0,86841,Junior
Frontend Developer,5,master,12,Manufacturing,Startup,Netherlands,0,1,118329,Junior
Backend Developer,15,high school,9,Government,Small,Netherlands,,1,120491,Senior
AI Engineer,4,master,17,Finance,Startup,Netherlands,,2,139125,Junior
Business Analyst,3,bachelor,17,Government,Large,Canada,,4,134012,Junior
AI Engineer,19,diploma,4,Media,Enterprise,Singapore,1,2,212180,Senior
Data Scientist,20,bachelor,15,Technology,Medium,USA,1,0,211997,Senior
Backend Developer,18,phd,7,Technology,Startup,UK,1,0,174768,Senior
Data Analyst,12,master,12,Education,Small,Remote,0,5,129026,Senior
Data Analyst,17,bachelor,15,Healthcare,Startup,Germany,1,4,129442,Senior
Cloud Engineer,9,bachelor,11,Manufacturing,Small,Netherlands,1,5,139971,Mid
Cybersecurity Analyst,18,bachelor,3,Finance,Small,Canada,1,2,172732,Senior
Cloud Engineer,5,high school,1,Technology,Medium,Remote,1,3,122762,Junior
Machine Learning Engineer,12,phd,5,Manufacturing,Medium,USA,0,5,224902,Senior
Frontend Developer,18,high school,5,Education,Startup,USA,1,5,153106,Senior
Cloud Engineer,2,high school,17,Healthcare,Small,Singapore,,2,107784,Fresher
Product Manager,17,phd,16,Technology,Small,Remote,1,1,171716,Senior
Frontend Developer,14,phd,14,Retail,Large,India,1,3,125188,Senior
DevOps Engineer,10,master,1,Manufacturing,Enterprise,Singapore,,4,171114,Mid
AI Engineer,12,diploma,6,Finance,Medium,Sweden,,1,148977,Senior
Machine Learning Engineer,13,high school,13,Manufacturing,Enterprise,Canada,,3,212157,Senior
Data Analyst,13,phd,16,Media,Small,Netherlands,1,0,135468,Senior
Product Manager,1,high school,18,Healthcare,Medium,India,1,1,82873,Fresher
Data Scientist,13,phd,2,Healthcare,Medium,India,0,2,103928,Senior
Business Analyst,17,phd,15,Media,Startup,Sweden,1,3,134199,Senior
Frontend Developer,1,bachelor,14,Education,Enterprise,Singapore,1,4,131789,Fresher
AI Engineer,10,diploma,4,Technology,Startup,Sweden,1,1,130400,Mid
Frontend Developer,5,phd,12,Telecom,Small,Netherlands,1,0,121049,Junior
Cybersecurity Analyst,14,phd,18,Education,Enterprise,Netherlands,,4,208859,Senior
Software Engineer,19,phd,1,Government,Large,Germany,1,5,204431,Senior
AI Engineer,12,phd,1,Healthcare,Enterprise,Australia,1,5,221122,Senior
Cybersecurity Analyst,14,high school,13,Telecom,Medium,Remote,,3,140473,Senior
Cloud Engineer,16,high school,16,Healthcare,Large,Netherlands,1,1,158875,Senior
Product Manager,1,high school,1,Finance,Small,Remote,,2,88203,Fresher
Frontend Developer,6,diploma,3,Technology,Startup,UK,,3,98816,Mid
DevOps Engineer,3,master,1,Retail,Enterprise,Remote,0,4,149996,Junior
Product Manager,18,master,10,Telecom,Small,Australia,1,0,166960,Senior
Data Scientist,3,diploma,15,Retail,Enterprise,Australia,,2,129880,Junior
DevOps Engineer,16,master,6,Healthcare,Medium,Remote,1,0,162794,Senior
AI Engineer,1,master,11,Media,Large,Canada,1,1,189465,Fresher
Product Manager,6,high school,10,Finance,Medium,Netherlands,0,5,128445,Mid
Machine Learning Engineer,1,high school,19,Telecom,Medium,Singapore,1,0,122553,Fresher
DevOps Engineer,2,diploma,12,Government,Enterprise,Canada,0,3,158265,Fresher
Cybersecurity Analyst,2,bachelor,13,Retail,Large,UK,0,5,143364,Fresher
Cybersecurity Analyst,6,master,15,Healthcare,Medium,Singapore,1,5,143982,Mid
Frontend Developer,2,phd,16,Technology,Large,UK,,4,149385,Fresher
AI Engineer,8,diploma,1,Media,Small,India,,5,92795,Mid
Backend Developer,18,high school,3,Retail,Small,Australia,1,4,135701,Senior
Backend Developer,0,diploma,3,Healthcare,Large,Singapore,1,2,102320,
Cybersecurity Analyst,4,diploma,9,Manufacturing,Large,Australia,0,5,125249,Junior
Cloud Engineer,3,diploma,9,Retail,Startup,Australia,,3,99390,Junior
AI Engineer,8,master,11,Technology,Small,India,,4,109718,Mid
Machine Learning Engineer,3,bachelor,19,Consulting,Startup,USA,,1,157894,Junior
Data Scientist,4,phd,9,Consulting,Small,Australia,1,0,136141,Junior
AI Engineer,9,master,11,Education,Small,USA,1,4,208896,Mid
Cybersecurity Analyst,1,diploma,16,Telecom,Large,UK,,5,140344,Fresher
Business Analyst,13,phd,2,Manufacturing,Large,Canada,,2,167878,Senior
Frontend Developer,19,bachelor,7,Retail,Small,Remote,0,4,134563,Senior
Data Scientist,0,phd,4,Media,Enterprise,USA,0,1,189861,
Product Manager,18,phd,16,Manufacturing,Large,India,1,3,146675,Senior
Cybersecurity Analyst,12,diploma,10,Technology,Enterprise,USA,0,5,212575,Senior
Cybersecurity Analyst,6,bachelor,6,Technology,Enterprise,Singapore,0,0,150000,Mid
Business Analyst,2,high school,16,Healthcare,Enterprise,Remote,0,4,102282,Fresher
Backend Developer,2,high school,14,Finance,Medium,Canada,0,3,107405,Fresher
AI Engineer,4,diploma,18,Education,Large,Sweden,0,1,151472,Junior
Software Engineer,13,phd,12,Media,Small,India,1,1,103877,Senior
Data Analyst,16,master,15,Government,Small,USA,,3,174200,Senior
DevOps Engineer,10,phd,4,Finance,Large,Remote,0,1,151908,Mid
AI Engineer,5,phd,6,Media,Small,Canada,1,0,191384,Junior
AI Engineer,18,diploma,1,Retail,Small,Singapore,,2,149620,Senior
Machine Learning Engineer,15,master,19,Technology,Enterprise,Australia,1,1,209922,Senior
Cybersecurity Analyst,10,master,15,Media,Large,Remote,0,2,165297,Mid
Business Analyst,4,phd,7,Retail,Enterprise,Remote,1,0,139361,Junior
AI Engineer,4,phd,18,Consulting,Enterprise,Australia,,2,197142,Junior
Data Analyst,19,high school,2,Consulting,Startup,Netherlands,,4,98689,Senior
Backend Developer,10,diploma,2,Education,Small,India,0,2,65037,Mid
Data Analyst,9,diploma,17,Education,Startup,Netherlands,,2,93058,Mid
Data Analyst,10,master,10,Education,Startup,Germany,1,4,124922,Mid
Product Manager,1,high school,11,Technology,Enterprise,Germany,0,3,155034,Fresher
Frontend Developer,1,master,2,Telecom,Startup,India,0,1,58858,Fresher
Software Engineer,13,bachelor,9,Education,Enterprise,UK,,2,172731,Senior
Cloud Engineer,0,diploma,15,Telecom,Small,Canada,1,0,124762,
DevOps Engineer,8,high school,16,Consulting,Small,Australia,1,0,119165,Mid
Cybersecurity Analyst,4,phd,18,Consulting,Small,Netherlands,0,3,138228,Junior
Business Analyst,10,master,12,Finance,Small,UK,0,0,125373,Mid
Frontend Developer,10,phd,3,Technology,Small,UK,0,3,147497,Mid
Data Scientist,14,bachelor,18,Consulting,Small,Remote,0,0,134671,Senior
DevOps Engineer,13,diploma,9,Retail,Medium,UK,0,2,154039,Senior
DevOps Engineer,7,phd,6,Telecom,Enterprise,UK,,5,203166,Mid
Business Analyst,2,high school,15,Government,Medium,India,1,4,62944,Fresher
Data Scientist,14,bachelor,16,Retail,Small,Singapore,,0,146135,Senior
Product Manager,12,phd,12,Healthcare,Medium,Netherlands,1,1,171354,Senior
Machine Learning Engineer,1,phd,3,Education,Enterprise,Netherlands,,4,167731,Fresher
DevOps Engineer,16,master,13,Manufacturing,Startup,Canada,1,2,187769,Senior
Cloud Engineer,16,bachelor,10,Government,Large,Netherlands,1,0,171492,Senior
Backend Developer,8,diploma,13,Manufacturing,Large,Remote,,5,137502,Mid
Machine Learning Engineer,1,bachelor,2,Technology,Enterprise,USA,,0,177988,Fresher
Cloud Engineer,19,phd,12,Education,Medium,Canada,0,1,209803,Senior
Cybersecurity Analyst,14,phd,7,Manufacturing,Small,UK,,4,183253,Senior
Cloud Engineer,2,master,18,Government,Medium,Singapore,,1,120288,Fresher
Data Scientist,10,diploma,13,Consulting,Medium,Canada,,0,151017,Mid
Frontend Developer,15,phd,19,Healthcare,Large,Sweden,,2,168716,Senior
Data Analyst,13,high school,4,Finance,Medium,Sweden,1,2,105594,Senior
Frontend Developer,12,master,3,Technology,Startup,Sweden,0,4,119825,Senior
Frontend Developer,5,phd,5,Retail,Enterprise,Netherlands,,3,150597,Junior
Cybersecurity Analyst,5,master,7,Retail,Enterprise,Sweden,,0,143626,Junior
AI Engineer,3,bachelor,11,Government,Small,Canada,,2,173829,Junior
Cybersecurity Analyst,8,diploma,3,Manufacturing,Startup,USA,1,2,143283,Mid
Software Engineer,3,master,5,Healthcare,Small,Netherlands,0,2,108525,Junior
AI Engineer,3,phd,1,Education,Large,Germany,0,0,181481,Junior
Product Manager,3,high school,19,Finance,Enterprise,Sweden,1,0,138376,Junior
Backend Developer,17,bachelor,15,Government,Enterprise,India,1,2,115295,Senior
AI Engineer,9,diploma,7,Technology,Medium,Sweden,1,0,149881,Mid
Cybersecurity Analyst,8,bachelor,12,Healthcare,Medium,India,0,1,86887,Mid
Cloud Engineer,0,master,19,Government,Startup,Canada,0,3,133214,
Cloud Engineer,7,diploma,3,Manufacturing,Enterprise,Canada,0,2,172447,Mid
Machine Learning Engineer,18,diploma,19,Manufacturing,Medium,India,0,2,121852,Senior
Machine Learning Engineer,9,phd,4,Manufacturing,Small,USA,0,3,200959,Mid
AI Engineer,4,high school,3,Media,Startup,Singapore,,3,118331,Junior
Product Manager,15,diploma,3,Retail,Medium,Germany,,1,165182,Senior
Product Manager,2,phd,1,Media,Startup,Canada,1,5,163771,Fresher
Product Manager,8,phd,18,Healthcare,Large,UK,,0,201038,Mid
Cloud Engineer,16,diploma,15,Media,Medium,Netherlands,1,0,150916,Senior
Data Analyst,14,bachelor,9,Technology,Startup,Australia,,2,111681,Senior
DevOps Engineer,0,diploma,16,Finance,Medium,Canada,,2,131692,
DevOps Engineer,1,phd,3,Retail,Medium,Germany,,3,140052,Fresher
AI Engineer,5,bachelor,7,Manufacturing,Enterprise,UK,1,0,195456,Junior
Software Engineer,19,bachelor,18,Consulting,Enterprise,UK,,3,217795,Senior
DevOps Engineer,11,diploma,17,Government,Startup,USA,1,2,168646,Senior
Cloud Engineer,8,master,16,Finance,Small,India,1,3,104017,Mid
Machine Learning Engineer,13,high school,19,Consulting,Large,India,,2,117714,Senior
Software Engineer,2,high school,17,Telecom,Large,UK,1,0,131249,Fresher
Business Analyst,1,bachelor,1,Telecom,Small,India,,3,48684,Fresher
Data Scientist,18,high school,13,Finance,Small,India,,2,88617,Senior
Frontend Developer,19,phd,1,Telecom,Large,Germany,1,0,188430,Senior
Business Analyst,7,high school,18,Education,Small,India,0,1,61337,Mid
Product Manager,8,bachelor,8,Finance,Large,Canada,1,1,189085,Mid
Cloud Engineer,13,bachelor,19,Government,Large,UK,0,5,203385,Senior
Cloud Engineer,16,master,12,Retail,Enterprise,Remote,0,0,189864,Senior
Data Analyst,12,phd,12,Education,Startup,USA,0,4,159072,Senior
Data Scientist,5,diploma,5,Technology,Startup,Germany,0,4,116445,Junior
Product Manager,17,high school,8,Government,Small,Canada,1,0,172031,Senior
AI Engineer,4,diploma,7,Manufacturing,Large,Australia,,0,141017,Junior
Cloud Engineer,10,bachelor,15,Healthcare,Small,Remote,1,5,142819,Mid
Backend Developer,4,bachelor,15,Media,Enterprise,UK,0,3,160404,Junior
Cloud Engineer,20,high school,3,Retail,Medium,Australia,,0,141457,Senior
Cloud Engineer,19,diploma,4,Healthcare,Large,USA,0,3,223078,Senior
DevOps Engineer,18,master,8,Telecom,Medium,UK,,0,183635,Senior
Software Engineer,3,bachelor,13,Manufacturing,Startup,India,1,3,75924,Junior
Product Manager,3,bachelor,13,Manufacturing,Small,Singapore,,5,127533,Junior
Machine Learning Engineer,6,master,15,Healthcare,Startup,Singapore,0,4,127030,Mid
Cybersecurity Analyst,9,high school,6,Government,Medium,Germany,0,4,133344,Mid
DevOps Engineer,16,bachelor,17,Retail,Startup,Remote,0,4,141909,Senior
Frontend Developer,9,high school,18,Education,Medium,Australia,0,1,104442,Mid
Product Manager,10,diploma,14,Education,Medium,Australia,,2,140086,Mid
Backend Developer,17,phd,12,Manufacturing,Medium,UK,,4,194673,Senior
Frontend Developer,19,diploma,1,Media,Enterprise,USA,,4,200320,Senior
Data Scientist,18,high school,12,Government,Medium,India,1,3,99495,Senior
Backend Developer,16,high school,11,Finance,Large,Sweden,,1,149248,Senior
Backend Developer,10,master,11,Education,Large,Remote,1,3,154981,Mid
Cybersecurity Analyst,10,bachelor,8,Telecom,Startup,Remote,,4,121914,Mid
Software Engineer,0,bachelor,12,Technology,Enterprise,Netherlands,0,0,119896,
Frontend Developer,3,phd,13,Healthcare,Medium,Canada,0,1,150479,Junior
Product Manager,7,high school,6,Manufacturing,Large,UK,1,5,176641,Mid
Cybersecurity Analyst,15,master,19,Finance,Small,Canada,1,0,188118,Senior
DevOps Engineer,14,diploma,7,Media,Startup,Singapore,,4,115918,Senior
Data Scientist,10,high school,14,Telecom,Startup,Sweden,0,2,114008,Mid
AI Engineer,10,master,9,Technology,Small,India,,1,113926,Mid
